CustomerID,tenure,Contract,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,SatisfactionScore,SupportCallsLast6Months,Data_Usage_Drop_Rate,Call_Drop_Rate,Slow_Speed_Days,Unresolved_Complaints,Churn
CUST1292,42,One year,69.48,2596.15,0,Yes,No,No,No phone service,DSL,No,Yes,No,No,No,No,No,Electronic check,4,0,0.16,0.017,2,0,0
CUST1293,48,Month-to-month,24.88,1068.72,1,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,2,4,0.77,0.011,21,0,1
CUST1294,37,Two year,58.15,1987.88,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,4,1,0.0,0.005,2,0,0
CUST1295,51,Two year,89.96,3941.53,0,No,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Credit card,2,2,0.54,0.016,17,0,1
CUST1296,23,One year,83.52,1741.51,0,No,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Credit card,4,2,0.3,0.011,2,0,0
CUST1297,22,One year,32.97,649.88,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,1,1,0.72,0.017,21,0,1
CUST1298,63,One year,104.43,6284.37,0,No,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Electronic check,3,1,0.03,0.124,2,0,1
CUST1299,16,One year,91.5,1458.6,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,No,No,Electronic check,4,4,0.66,0.002,5,0,1
CUST1300,49,Month-to-month,93.65,4640.57,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Bank transfer,3,2,0.05,0.142,4,0,1
CUST1301,58,One year,88.1,4849.53,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,No,Bank transfer,3,1,0.11,0.036,3,0,0
CUST1302,39,Month-to-month,41.89,1604.58,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,3,1,0.1,0.003,4,0,1
CUST1303,60,Month-to-month,66.56,4179.05,1,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Yes,Credit card,2,2,0.6,0.001,18,0,1
CUST1304,52,Two year,46.09,2079.18,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card,2,0,0.77,0.028,12,0,0
CUST1305,27,One year,49.27,1256.86,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,1,0,0.47,0.028,21,0,0
CUST1306,26,One year,44.74,1127.37,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card,3,1,0.19,0.019,4,0,0
CUST1307,63,Month-to-month,39.47,2359.69,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,5,1,0.27,0.001,2,0,0
CUST1308,65,Month-to-month,37.81,2293.9,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer,5,2,0.14,0.019,1,0,0
CUST1309,37,Two year,59.88,2017.78,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,2,0,0.41,0.035,17,0,0
CUST1310,65,Month-to-month,85.31,5455.86,0,No,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Bank transfer,4,4,0.6,0.018,0,3,1
CUST1311,14,Two year,67.46,840.91,0,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,No,Electronic check,5,3,0.4,0.033,3,0,0
CUST1312,54,One year,38.19,1942.13,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,4,3,0.56,0.001,1,3,0
CUST1313,9,Month-to-month,114.45,961.92,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No,Bank transfer,4,2,0.34,0.085,2,0,1
CUST1314,19,Two year,92.8,1752.23,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card,4,1,0.21,0.02,2,0,0
CUST1315,21,Month-to-month,52.49,1002.63,0,No,No,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,No,Bank transfer,4,1,0.38,0.032,4,0,0
CUST1316,69,Two year,77.93,5028.4,0,No,No,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Yes,Bank transfer,3,0,0.17,0.005,1,0,0
CUST1317,48,Two year,38.8,1929.83,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,3,5,0.77,0.006,1,2,0
CUST1318,16,Two year,84.82,1235.86,0,No,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Credit card,3,3,0.46,0.024,0,2,0
CUST1319,28,Month-to-month,39.05,1003.27,1,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,3,3,0.78,0.005,1,2,1
CUST1320,42,Month-to-month,35.55,1295.57,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,2,0,0.68,0.031,15,0,0
CUST1321,16,Two year,39.52,650.89,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,2,4,0.48,0.001,12,0,1
CUST1322,69,Two year,98.65,6831.77,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,Credit card,2,4,0.71,0.038,11,0,1
CUST1323,50,Month-to-month,96.21,4536.13,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Mailed check,3,1,0.16,0.035,2,0,1
CUST1324,72,Two year,65.84,4799.87,0,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,Bank transfer,5,2,0.25,0.007,0,0,0
CUST1325,62,One year,30.91,1912.27,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,3,1,0.15,0.005,1,0,0
CUST1326,27,Two year,20.46,542.73,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer,3,0,0.37,0.013,5,0,0
CUST1327,1,Two year,98.43,96.9,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,3,3,0.77,0.007,5,1,1
CUST1328,29,Two year,77.12,1904.2,0,No,Yes,Yes,No,DSL,No,Yes,No,No,Yes,No,No,Bank transfer,5,2,0.04,0.011,4,0,0
CUST1329,71,Month-to-month,40.46,2891.19,1,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,2,2,0.85,0.028,23,0,0
CUST1330,1,One year,49.91,47.59,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,1,2,0.42,0.037,23,0,1
CUST1331,1,One year,74.6,75.47,1,No,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Bank transfer,3,2,0.13,0.01,0,0,0
CUST1332,43,Two year,83.38,3364.42,0,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Electronic check,3,2,0.03,0.027,4,0,1
CUST1333,49,One year,81.56,3550.82,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Credit card,1,2,0.43,0.032,12,0,1
CUST1334,46,One year,97.07,4055.37,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card,5,1,0.26,0.009,4,0,0
CUST1335,55,One year,71.57,3428.44,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Mailed check,4,4,0.62,0.037,5,0,0
CUST1336,43,Two year,98.98,3859.55,0,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,Mailed check,2,1,0.48,0.077,12,0,1
CUST1337,34,Month-to-month,67.63,2358.46,0,No,Yes,No,No phone service,DSL,No,Yes,No,No,No,No,No,Mailed check,1,0,0.82,0.032,12,0,1
CUST1338,55,Two year,89.55,4959.4,0,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Electronic check,4,2,0.07,0.016,5,0,0
CUST1339,48,One year,41.62,1953.05,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,4,2,0.08,0.036,3,0,0
CUST1340,49,Two year,74.95,3322.2,0,Yes,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Bank transfer,1,1,0.52,0.003,8,0,0
CUST1341,65,Two year,43.93,2615.16,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,3,3,0.71,0.011,5,1,0
CUST1342,34,Month-to-month,99.98,3211.98,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Bank transfer,3,3,0.74,0.101,0,0,1
CUST1343,54,Month-to-month,110.26,5883.21,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,Credit card,2,2,0.66,0.006,16,0,0
CUST1344,51,One year,65.54,2974.19,1,Yes,No,Yes,No,DSL,No,Yes,Yes,No,Yes,No,No,Credit card,5,1,0.08,0.012,4,0,0
CUST1345,8,One year,49.57,342.53,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,5,3,0.46,0.008,3,3,0
CUST1346,26,Two year,50.52,1355.63,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card,4,1,0.22,0.029,2,0,0
CUST1347,59,One year,48.64,2660.08,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer,4,2,0.04,0.028,0,0,0
CUST1348,69,One year,49.91,2979.93,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,1,3,0.55,0.018,14,0,1
CUST1349,4,Month-to-month,58.34,213.62,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,4,1,0.03,0.022,1,0,0
CUST1350,36,Month-to-month,85.65,2893.5,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Electronic check,1,2,0.64,0.027,9,0,1
CUST1351,40,One year,84.17,2926.83,1,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Electronic check,4,2,0.28,0.002,4,0,0
CUST1352,25,Two year,82.38,1778.31,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,Credit card,2,1,0.67,0.039,9,0,0
CUST1353,22,One year,56.7,1212.11,0,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,No,Yes,Bank transfer,3,1,0.25,0.009,4,0,1
CUST1354,16,One year,81.57,1181.95,0,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Credit card,3,3,0.63,0.039,5,1,1
CUST1355,43,One year,66.4,2536.83,0,No,No,Yes,No,DSL,No,No,No,No,No,Yes,No,Mailed check,3,0,0.08,0.004,4,0,0
CUST1356,65,Month-to-month,102.96,5913.09,0,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,No,Credit card,3,1,0.29,0.14,3,0,1
CUST1357,49,One year,68.79,2873.76,0,Yes,No,Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,Bank transfer,3,2,0.19,0.037,3,0,0
CUST1358,10,One year,93.53,932.62,0,No,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Electronic check,2,0,0.77,0.025,6,0,1
CUST1359,19,One year,32.33,533.47,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,4,1,0.28,0.039,0,0,0
CUST1360,55,One year,48.49,2730.65,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer,1,2,0.76,0.033,14,0,0
CUST1361,51,Two year,88.64,4700.09,0,No,Yes,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,Electronic check,3,3,0.48,0.007,1,0,0
CUST1362,14,Two year,84.75,1031.51,0,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Yes,Electronic check,3,0,0.24,0.039,2,0,0
CUST1363,61,One year,47.97,2844.71,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,5,3,0.76,0.0,5,1,0
CUST1364,32,One year,94.69,3023.54,0,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Credit card,4,1,0.37,0.102,5,0,0
CUST1365,13,Two year,94.34,1262.33,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,No,Bank transfer,5,1,0.21,0.007,5,0,0
CUST1366,4,Month-to-month,103.64,415.91,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,No,Credit card,3,2,0.15,0.131,3,0,1
CUST1367,72,One year,71.22,4963.81,0,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,Mailed check,2,1,0.59,0.031,10,0,0
CUST1368,51,Month-to-month,35.67,1818.1,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,4,3,0.42,0.013,4,1,0
CUST1369,62,Two year,92.14,5686.85,0,No,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,Credit card,2,3,0.81,0.006,6,2,0
CUST1370,51,One year,86.54,4141.56,0,No,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,No,Bank transfer,3,4,0.49,0.032,1,1,1
CUST1371,14,Two year,69.39,947.56,0,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,Credit card,3,0,0.09,0.02,5,0,0
CUST1372,12,One year,53.38,609.78,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,1,2,0.66,0.011,9,0,1
CUST1373,24,One year,86.28,2106.81,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Credit card,3,3,0.69,0.073,5,1,1
CUST1374,58,One year,65.0,3431.15,1,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,No,Electronic check,5,1,0.31,0.026,3,0,0
CUST1375,63,Two year,100.55,6308.18,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,Bank transfer,3,1,0.1,0.068,3,0,0
CUST1376,19,Two year,72.58,1438.05,0,Yes,No,Yes,No,DSL,No,No,No,Yes,No,Yes,No,Electronic check,2,1,0.64,0.027,19,0,1
CUST1377,12,One year,101.14,1054.82,1,No,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Yes,Bank transfer,3,2,0.11,0.004,0,0,1
CUST1378,45,Two year,47.58,2134.86,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,1,2,0.84,0.028,13,0,0
CUST1379,54,Two year,100.41,5525.43,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Yes,Mailed check,3,0,0.09,0.023,0,0,0
CUST1380,2,One year,42.33,87.38,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,4,2,0.27,0.03,1,0,0
CUST1381,68,Two year,31.5,2180.3,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,3,4,0.59,0.015,2,2,0
CUST1382,16,One year,104.77,1544.14,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,Credit card,3,1,0.14,0.036,1,0,0
CUST1383,2,Month-to-month,95.73,173.06,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Credit card,5,2,0.17,0.03,0,0,1
CUST1384,25,One year,81.5,2043.37,0,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Mailed check,4,1,0.36,0.034,3,0,1
CUST1385,14,Month-to-month,77.35,1078.41,0,Yes,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Mailed check,2,1,0.45,0.011,13,0,1
CUST1386,14,Two year,45.48,565.68,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,2,0,0.49,0.035,18,0,0
CUST1387,40,Two year,47.27,1963.78,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,4,0,0.35,0.007,0,0,0
CUST1388,61,One year,53.66,3286.66,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,2,1,0.76,0.03,24,0,0
CUST1389,48,Month-to-month,41.73,2068.01,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,4,0,0.27,0.037,0,0,0
CUST1390,61,Month-to-month,48.14,3068.76,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,4,1,0.28,0.036,0,0,0
CUST1391,68,Two year,68.31,4645.76,0,No,Yes,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,3,3,0.58,0.011,1,0,1
CUST1392,66,One year,44.76,2534.13,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,2,4,0.82,0.011,7,1,0
CUST1393,27,Two year,65.21,1621.75,0,No,No,Yes,No,DSL,No,Yes,Yes,No,Yes,No,No,Electronic check,4,1,0.1,0.001,5,0,0
CUST1394,14,Two year,46.49,579.78,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,3,3,0.58,0.018,5,2,1
CUST1395,62,Month-to-month,87.87,5095.34,0,No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Mailed check,3,2,0.16,0.065,0,0,1
CUST1396,2,Two year,84.61,162.89,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Yes,Mailed check,3,0,0.13,0.006,0,0,0
CUST1397,35,Two year,30.02,940.23,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,2,1,0.56,0.011,18,0,0
CUST1398,63,Month-to-month,88.59,4911.68,1,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Mailed check,4,1,0.32,0.014,0,0,0
CUST1399,64,Two year,86.35,5336.12,0,No,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,Bank transfer,5,1,0.04,0.07,3,0,0
CUST1400,53,Two year,39.85,2021.74,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,2,0,0.72,0.021,13,0,0
CUST1401,31,One year,52.88,1673.15,0,Yes,No,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Mailed check,5,4,0.51,0.033,0,1,1
CUST1402,4,Two year,100.31,378.75,1,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer,2,1,0.83,0.029,20,0,1
CUST1403,2,One year,81.12,145.28,1,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,Mailed check,5,1,0.04,0.015,1,0,1
CUST1404,51,Month-to-month,46.07,2301.0,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,2,0,0.44,0.024,16,0,1
CUST1405,37,Month-to-month,30.65,1024.99,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,5,2,0.22,0.032,0,0,0
CUST1406,46,One year,94.54,4452.18,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Mailed check,1,0,0.71,0.025,13,0,0
CUST1407,19,Two year,76.34,1521.36,0,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Bank transfer,1,0,0.74,0.012,8,0,1
CUST1408,38,Month-to-month,74.77,2621.61,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer,2,1,0.68,0.027,20,0,1
CUST1409,41,One year,68.16,2598.54,0,Yes,No,Yes,No,DSL,No,No,Yes,No,Yes,No,Yes,Credit card,1,1,0.61,0.004,20,0,0
CUST1410,14,Month-to-month,78.11,1032.29,0,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,Electronic check,3,1,0.01,0.024,3,0,1
CUST1411,47,One year,105.5,4878.81,1,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,Mailed check,2,3,0.44,0.088,15,0,1
CUST1412,21,Two year,101.5,2124.31,0,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,No,Bank transfer,1,4,0.82,0.013,19,0,1
CUST1413,58,Month-to-month,55.49,3122.47,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card,2,0,0.49,0.027,6,0,0
CUST1414,40,Two year,75.86,2810.8,0,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,No,Credit card,4,2,0.17,0.011,4,0,0
CUST1415,13,Month-to-month,69.46,849.64,0,No,No,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Electronic check,3,0,0.18,0.005,3,0,0
CUST1416,51,Month-to-month,101.82,4952.87,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,Mailed check,4,1,0.07,0.017,4,0,0
CUST1417,25,Two year,33.47,862.55,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card,3,1,0.04,0.032,4,0,0
CUST1418,34,Two year,74.07,2458.7,0,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Bank transfer,3,0,0.35,0.012,4,0,0
CUST1419,49,One year,39.18,1860.65,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,1,1,0.8,0.004,21,0,1
CUST1420,13,One year,87.13,969.91,1,No,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Credit card,5,5,0.62,0.025,4,0,0
CUST1421,33,Month-to-month,78.98,2263.33,0,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Electronic check,4,2,0.18,0.032,3,0,1
CUST1422,23,Month-to-month,54.44,1172.85,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,3,2,0.11,0.013,0,0,0
CUST1423,55,Month-to-month,51.74,2585.87,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,4,2,0.38,0.014,0,0,0
CUST1424,24,One year,80.67,1727.83,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,2,2,0.72,0.038,8,0,1
CUST1425,54,Two year,95.36,5183.74,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Bank transfer,3,0,0.18,0.039,0,0,0
CUST1426,3,Month-to-month,107.82,333.84,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,Electronic check,4,4,0.45,0.033,1,0,1
CUST1427,56,Month-to-month,51.5,2641.36,0,No,No,No,No phone service,DSL,No,No,No,Yes,No,Yes,No,Electronic check,3,3,0.52,0.007,1,1,0
CUST1428,53,Two year,99.85,5183.18,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Electronic check,4,2,0.03,0.008,5,0,0
CUST1429,50,Month-to-month,102.71,4829.87,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,3,0,0.16,0.017,5,0,0
CUST1430,19,One year,75.16,1229.02,0,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Yes,Electronic check,2,0,0.69,0.029,19,0,1
CUST1431,25,One year,69.53,1693.13,0,No,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer,4,1,0.04,0.029,5,0,0
CUST1432,45,Two year,87.84,3369.95,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,Bank transfer,3,1,0.07,0.003,5,0,0
CUST1433,2,Two year,91.09,181.68,0,No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Credit card,3,2,0.39,0.019,2,0,1
CUST1434,43,Two year,43.19,1631.2,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card,3,0,0.29,0.039,2,0,0
CUST1435,12,Month-to-month,104.88,1147.64,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,1,1,0.55,0.098,20,0,1
CUST1436,15,Month-to-month,86.06,1176.22,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Mailed check,3,2,0.0,0.014,2,0,0
CUST1437,65,Two year,35.82,1994.02,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,5,0,0.26,0.015,3,0,0
CUST1438,39,Two year,95.92,3461.04,0,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,No,Mailed check,4,1,0.05,0.013,5,0,0
CUST1439,60,One year,95.87,5540.03,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Credit card,2,3,0.58,0.0,22,1,0
CUST1440,14,One year,50.22,698.43,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,4,1,0.22,0.039,1,0,0
CUST1441,20,One year,43.06,883.57,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,3,0,0.04,0.001,4,0,0
CUST1442,52,One year,79.83,3982.36,0,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Mailed check,3,1,0.26,0.038,3,0,0
CUST1443,36,One year,102.09,3226.35,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,4,1,0.0,0.02,4,0,0
CUST1444,66,Month-to-month,74.44,4823.59,0,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,Mailed check,3,4,0.75,0.021,1,3,0
CUST1445,45,Two year,43.59,1794.29,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card,2,3,0.81,0.032,9,1,0
CUST1446,9,Month-to-month,48.47,398.82,1,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer,4,1,0.39,0.023,1,0,1
CUST1447,63,One year,30.48,2000.83,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer,1,0,0.46,0.0,19,0,0
